filename,staticO0,dynamicO0,staticO1,dynamicO1,staticOz,dynamicOz,staticO2,dynamicO2,output_O0,output_O1,output_O2,output_Oz
extr_micropythonportsstm32usbdevcoresrcusbd_core.c_USBD_LL_IsoINIncomplete.c,7,7,5,5,5,5,5,5,0,0,0,0
extr_linuxdriversmediaplatforms5p-mfcs5p_mfc_enc.c_hevc_level.c,7,7,6,6,6,6,6,6,10,10,10,10
extr_linuxdriversclknxpclk-lpc18xx-cgu.c_lpc18xx_pll0_msel2seli.c,40,40,27,27,26,26,28,28,12,12,12,12
extr_linuxdriverss390netqeth_core_main.c_qeth_is_last_sbale.c,8,8,6,6,6,6,6,6,0,0,0,0
extr_reactosdllwin32dbghelpmacho_module.c_macho_synchronize_module_list.c,6,6,5,5,5,5,5,5,0,0,0,0
extr_reactossdklibrossymgetraw.c_RosSymGetRawDataLength.c,11,11,8,8,8,8,8,8,2149,2149,2149,2149
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_wlan_util.c_is_client_associated_to_ap.c,19,19,12,12,12,12,12,12,0,0,0,0
extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacrate.h_rspec_active.c,9,9,7,7,7,7,7,7,0,0,0,0
extr_openpilotpandaboardsafetysafety_chrysler.h_chrysler_fwd_hook.c,16,16,13,13,13,13,13,13,-1,-1,-1,-1
extr_linuxdriversttyserialsc16is7xx.c_sc16is7xx_get_mctrl.c,7,7,6,6,6,6,6,6,0,0,0,0
extr_linuxarchx86xenpmu.c_get_fam15h_addr.c,20,20,11,11,11,11,11,11,255,255,255,255
extr_linuxdriversttyserialuartlite.c_ulite_verify_port.c,8,8,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversextconextcon-sm5502.c_sm5502_muic_volatile_reg.c,13,13,8,8,8,8,8,8,0,0,0,0
extr_linuxdrivershwmonmax16065.c_LIMIT_TO_MV.c,11,11,9,9,9,9,9,9,254,254,254,254
extr_opensslcryptosiphashsiphash_meth.c_siphash_copy.c,11,11,7,7,7,7,7,7,1,1,1,1
extr_linuxdriverss390netqeth_core.h_qeth_is_diagass_supported.c,9,9,6,6,6,6,6,6,0,0,0,0
extr_mimikatzmimikatzmodulescryptokuhl_m_crypto_extractor.c_kuhl_m_crypto_extractor_GetKeySize.c,24,24,19,19,18,18,19,19,220,220,220,220
extr_gitrefs..tempfile.h_is_tempfile_active.c,16,16,9,9,9,9,9,9,1,1,1,1
extr_linuxdriversgpudrmtegragr2d.c_gr2d_is_valid_class.c,17,17,10,10,10,10,10,10,0,0,0,0
extr_linuxmmslob.c___kmem_cache_create.c,14,14,8,8,8,8,8,8,0,0,0,0
extr_nodemcu-firmwareappsqlite3sqlite3.c_unixDeviceCharacteristics.c,14,14,7,7,7,7,7,7,0,0,0,0
extr_linuxdriversusbhostdwc_otgdwc_otg_cil.c_calc_num_in_eps.c,45,4499,24,1858,23,2121,53,1347,262,262,262,262
extr_linuxdriversnettun.c_tun_flags.c,12,12,9,9,9,9,9,9,0,0,0,0
extr_linuxdriversedaci7core_edac.c_numbank.c,9,9,6,6,6,6,6,6,-128,-128,-128,-128
extr_ccvtestunitnumeric.tests.c_square.c,7,7,6,6,6,6,6,6,65025,65025,65025,65025
extr_linuxdriversmmchostsdhci-acpi.c_amd_select_drive_strength.c,10,10,5,5,5,5,5,5,0,0,0,0
extr_linuxdriversinfinibandhwvmw_pvrdmapvrdma_verbs.h_pvrdma_width_enum_to_int.c,13,13,5,5,5,5,5,5,-1,-1,-1,-1
extr_linuxdrivershwtracingcoresightcoresight-tmc-etr.c_tmc_enable_etr_sink_perf.c,7,7,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversgpudrmmsmdispmdp5mdp5.xml.h_MDP5_WB_CSC_MATRIX_COEFF_1_COEFF_21.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversnetwirelessathwil6210pmc.c_wil_is_pmc_allocated.c,12,12,7,7,7,7,7,7,1,1,1,1
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_SP_FS_IMAGE_OUTPUT_REG_MRTFORMAT.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxarchpowerpcplatformspowernv........driverspcipci.h_pci_dev_specific_reset.c,8,8,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversgpudrmamdpowerplayhwmgrsmu10_hwmgr.c_smu10_get_mem_latency.c,19,19,13,13,13,13,13,13,0,0,0,0
extr_linuxdriversmddm-zoned-metadata.c_dmz_nr_rnd_zones.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_linuxcryptocompress.c_crypto_init_compress_ops.c,14,14,9,9,9,9,9,9,0,0,0,0
extr_linuxdriversgpudrmmsmdispmdp5mdp5_plane.c_plane_enabled.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_reactoswin32ssprintingbasespoolsvprinterdrivers.c__RpcAddPrinterDriver.c,7,7,5,5,5,5,5,5,0,0,0,0
extr_linuxdriverspowerresetrestart-poweroff.c_restart_poweroff_remove.c,9,9,7,7,7,7,7,7,0,0,0,0
extr_linuxdriversiommuintel-iommu.c_domain_type_is_vm.c,8,8,6,6,6,6,6,6,0,0,0,0
extr_linuxarcharmkvmguest.c_kvm_arch_vcpu_ioctl_get_sregs.c,8,8,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversnetwirelessathath9krng.c_ath9k_rng_delay_get.c,12,12,11,11,11,11,11,11,10000,10000,10000,10000
extr_xhyvesrcpci_emul.c_pci_msix_enabled.c,18,18,9,9,10,10,9,9,0,0,0,0
extr_linuxdriversmediadvb-frontendsstv6110.c_carrier_width.c,25,25,19,19,16,16,19,19,344,344,344,344
extr_linuxsoundpcihdahda_local.h_get_wcaps_type.c,13,13,12,12,12,12,12,12,0,0,0,0
extr_linuxarcharmmach-omap2sdrc.c_omap2_sdrc_get_params.c,12,12,10,10,8,8,10,10,-1,-1,-1,-1
extr_linuxdriversgpiogpio-ep93xx.c_ep93xx_gpio_to_irq.c,18,18,11,11,11,11,11,11,0,0,0,0
extr_linuxsoundsoccodecscs4271.c_cs4271_volatile_reg.c,11,11,7,7,7,7,7,7,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_REG_A4XX_RBBM_CLOCK_CTL_RB.c,8,8,5,5,5,5,5,5,375,375,375,375
extr_linuxfsxfslibxfsxfs_format.h_xfs_sb_version_hasquota.c,8,8,6,6,6,6,6,6,0,0,0,0
extr_curllibconnect.c_verifyconnect.c,14,14,9,9,9,9,9,9,0,0,0,0
extr_linuxsounddriverspcsppcsp_mixer.c_pcsp_pcspkr_info.c,16,16,10,10,11,11,10,10,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoadreno_pm4.xml.h_A5XX_CP_DRAW_INDX_INDIRECT_2_INDX_BASE_HI.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversscsibfabfad_bsg.c_bfad_im_bsg_timeout.c,7,7,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversgpudrmmsmedpedp.xml.h_EDP_AUX_DATA_INDEX.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxkerneltracetrace_events_trigger.c_event_trigger_init.c,11,11,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversgpudrmmsmdispmdp5mdp5_ctl.c_mdp_ctl_flush_mask_lm.c,11,11,7,7,8,8,7,7,0,0,0,0
extr_linuxdriversmfdda9055-core.c_da9055_register_writeable.c,12,12,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversgpuhost1xhwhw_host1x01_sync.h_host1x_sync_mlock_owner_ch_owns_v.c,8,8,6,6,6,6,6,6,1,1,1,1
extr_linuxdriversacpiacpicautstrsuppt.c_acpi_ut_detect_octal_prefix.c,14,14,10,10,10,10,10,10,0,0,0,0
extr_kphp-kdbhintshints-data.c_get_index_header_size.c,11,11,6,6,6,6,6,6,1924,1924,1924,1924
extr_linuxdriversnetethernetqlogicqedeqede_fp.c_qede_pkt_is_ip_fragmented.c,27,27,16,16,15,15,16,16,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_REG_A6XX_CP_SCRATCH_REG.c,8,8,5,5,5,5,5,5,2434,2434,2434,2434
extr_hashcatsrcconvert.c_base32_to_int.c,14,14,13,13,14,14,14,14,a,a,a,a
extr_kittyglfwwl_window.c__glfwPlatformFramebufferTransparent.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_linuxfsquotaquota_v1.c_v1_qbtos.c,8,8,7,7,7,7,7,7,255,255,255,255
extr_linuxdriversblocksx8.c_carm_ref_msg_dma.c,12,12,7,7,7,7,7,7,479,479,479,479
extr_reactossdklibfslibext2libGroup.c_test_root.c,24,26,16,16,15,17,16,16,1,1,1,1
extr_linuxdriversgpudrmamdamdgpudce_v10_0.c_dce_v10_0_hpd_get_gpio_reg.c,6,6,5,5,5,5,5,5,0,0,0,0
extr_linuxdriversmediaplatformti-vpevpdma_priv.h_dtd_get_line_stride.c,8,8,6,6,6,6,6,6,0,0,0,0
extr_reactosdllwin32versionversion.c_push_language.c,32,3337,18,1288,18,1544,18,1288,256,256,256,256
extr_linuxdriversnetethernetadaptecstarfire.c_get_msglevel.c,6,6,5,5,5,5,5,5,0,0,0,0
extr_linuxdriversledsleds-pwm.c_sizeof_pwm_leds_priv.c,8,8,6,6,6,6,6,6,1024,1024,1024,1024
extr_linuxdriversdmaioatdma.h_is_ioat_active.c,11,11,8,8,8,8,8,8,1,1,1,1
extr_wcdbandroidsqlciphersqlite3.c_sqlite3_blob_bytes.c,17,17,10,10,10,10,10,10,479,479,479,479
extr_linuxdriverscryptoqatqat_c3xxxvfadf_c3xxxvf_hw_data.c_get_vintmsk_offset.c,6,6,5,5,5,5,5,5,0,0,0,0
extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libcp1161.h_cp1161_wctomb.c,31,31,24,24,23,23,22,22,0,0,0,0
extr_reactosdll3rdpartylibtifftif_dirwrite.c_TIFFClampDoubleToUInt16.c,15,15,14,14,14,14,14,14,65535,65535,65535,65535
extr_linuxdriverscryptobcmspu.c_spum_wordalign_padlen.c,9,9,7,7,7,7,7,7,1,1,1,1
extr_obs-studiopluginsobs-filtersgpu-delay.c_num_frames.c,8,8,6,6,6,6,6,6,119,119,119,119
extr_linuxdriversstagingocteon-usbocteon-hcd.c_octeon_usb_start.c,9,9,7,7,7,7,7,7,0,0,0,0
extr_linuxdriversnetethernetamdxgbexgbe-mdio.c_xgbe_phy_aneg_done.c,11,11,8,8,8,8,8,8,0,0,0,0
extr_darwin-xnupexpertarmpe_init.c_PE_i_can_has_debugger.c,13,13,11,11,11,11,11,11,0,0,0,0
extr_reactosdllwin32xmllitereader.c_is_wchar_encname.c,32,32,20,20,20,20,20,20,0,0,0,0
extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15toolscjk_tab_to_h.c_col_byte_uhc_1.c,12,12,12,12,12,12,12,12,332,332,332,332
extr_php-srcextopcachejitdynasmminilua.c_posrelat.c,14,14,11,11,11,11,11,11,255,255,255,255
extr_linuxdriversnetwirelessathwil6210txrx_edma.h_wil_ring_next_head.c,12,12,9,9,9,9,9,9,22,22,22,22
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_VFD_DECODE_INSTR_SWAP.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_opensslcryptoo_str.c_OPENSSL_hexchar2int.c,14,14,5,5,5,5,5,5,-1,-1,-1,-1
extr_linuxdriversgpudrmmsmdsidsi.xml.h_REG_DSI_14nm_PHY_LN_CFG1.c,8,8,6,6,6,6,6,6,32644,32644,32644,32644
extr_linuxsoundpcitridenttrident_main.c_snd_trident_pcm_cvol_control_info.c,16,16,10,10,10,10,10,10,0,0,0,0
extr_linuxdriversnetwirelessatmelatmel.c_find_tx_buff.c,33,33,19,19,20,20,19,19,18743,18743,18743,18743
extr_radare2libranal..includer_endian.h_UT32_MUL.c,17,17,14,14,14,14,14,14,0,0,0,0
extr_linuxdriversmediai2cadv7180.c_adv7180_std_to_v4l2.c,13,13,7,7,7,7,7,7,0,0,0,0
extr_darwin-xnubsddevdtracedtrace_glue.c__dtrace_register_anon_DOF.c,8,8,5,5,5,5,5,5,0,0,0,0
extr_linuxdriversinfinibandhwqibqib_verbs.h_qib_cmp24.c,10,10,7,7,7,7,7,7,0,0,0,0
extr_linuxarchs390kvminterrupt.c_flic_has_attr.c,15,15,11,11,11,11,11,11,0,0,0,0
extr_linuxdriversgpudrmi915intel_display.h_transcoder_is_dsi.c,13,13,10,10,10,10,10,10,1,1,1,1
extr_kphp-kdblistslists-data.c_object_id_compare_prefix.c,14,14,9,9,9,9,9,9,0,0,0,0
extr_micropythonportsstm32usbhostCoreSrcusbh_conf_template.c_USBH_LL_OpenPipe.c,12,12,5,5,5,5,5,5,0,0,0,0
extr_linuxsoundpcipcxhrpcxhr_mix22.c_hr222_pll_freq_register.c,14,14,11,11,11,11,11,11,0,0,0,0
extr_darwin-xnubsdnetinettcp_output.c_tcp_send_ecn_flags_on_syn.c,30,30,15,15,15,15,15,15,1,1,1,1
extr_nginxsrchttpngx_http_file_cache.c_ngx_http_file_cache_noop.c,7,7,5,5,5,5,5,5,0,0,0,0
extr_linuxdriversstagingcomedikcomedilib..comedidev.h_comedi_offset_munge.c,13,13,8,8,8,8,8,8,463,463,463,463
extr_linuxarcharmmach-mmppm-mmp2.c_mmp2_pm_valid.c,17,17,10,10,10,10,10,10,0,0,0,0
extr_FFmpeglibavformatrtpenc.c_is_supported.c,11,11,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversgpudrmi915intel_sprite.c_g4x_sprite_format_mod_supported.c,18,18,9,9,9,9,9,9,0,0,0,0
extr_nginxsrceventmodulesngx_iocp_module.c_ngx_iocp_del_connection.c,7,7,5,5,5,5,5,5,0,0,0,0
extr_emscriptensystemliblibcmuslsrcmathmodff.c_modff.c,27,27,16,16,16,16,16,16,0.000000,0.000000,0.000000,0.000000
extr_mimikatzmodulessqlite3_omit.c_sqlite3_get_autocommit.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_linuxdriversps3ps3-lpm.c_pm_translate_signal_group_number_on_island3.c,18,18,9,9,9,9,9,9,255,255,255,255
extr_FFmpeglibavcodecxpmdec.c_hex_char_to_number.c,19,19,18,18,18,18,18,18,0,0,0,0
extr_linuxdriversnetethernetqlogicqedqed_fcoe.h_qed_fcoe_alloc.c,7,7,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversnetethernetintelfm10kfm10k_mbx.c_fm10k_mbx_tail_sub.c,26,26,16,16,16,16,16,16,202,202,202,202
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_RB_DITHER_CNTL_DITHER_MODE_MRT3.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_labenginecodegameg_team.c_OtherTeam.c,15,15,11,11,11,11,11,11,255,255,255,255
extr_linuxarchs390kvminterrupt.c_isc_to_irq_type.c,7,7,6,6,6,6,6,6,-255,-255,-255,-255
extr_linuxdriversspispi-fsl-espi.c_fsl_espi_max_message_size.c,6,6,5,5,5,5,5,5,0,0,0,0
extr_linuxdriversgpuhost1xhwhw_host1x06_uclass.h_host1x_uclass_incr_syncpt_cond_f.c,8,8,6,6,6,6,6,6,65280,65280,65280,65280
extr_linuxdriversgpudrmmsmadrenoadreno_pm4.xml.h_A2XX_CP_SET_MARKER_0_MARKER.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_darwin-xnubsdvfskpi_vfs.c_vnode_isstandard.c,12,12,8,8,8,8,8,8,0,0,0,0
extr_linuxarchpowerpckvmbook3s_32_mmu.c_sr_ks.c,11,11,7,7,7,7,7,7,0,0,0,0
extr_linuxdriversgpudrmmsmdispmdp5mdp5_kms.h_mdp5_cmd_encoder_set_split_display.c,8,8,6,6,6,6,6,6,0,0,0,0
extr_FFmpeglibavformatsubtitles.c_is_eol.c,18,18,10,10,10,10,10,10,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_SP_FS_RENDER_COMPONENTS_RT1.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversgpudrmamdpowerplayhwmgrvega12_hwmgr.c_vega12_get_current_activity_percent.c,12,12,6,6,6,6,6,6,0,0,0,0
extr_redissrcsds.c_hex_digit_to_int.c,14,14,8,8,11,11,8,8,0,0,0,0
extr_reactosdriversbusacpiacpicautilitiesutstrsuppt.c_AcpiUtRemoveLeadingZeros.c,14,14,9,9,10,10,9,9,Z,Z,Z,Z
extr_linuxdriversstagingrtl8712rtl871x_ioctl_rtl.c_oid_rt_dedicate_probe_hdl.c,6,6,5,5,5,5,5,5,0,0,0,0
extr_reactosdllwin32jscriptglobal.c_is_uri_reserved.c,12,12,4,4,4,4,4,4,0,0,0,0
extr_kphp-kdbTLtl-parser-new.c_is_whitespace.c,11,11,7,7,7,7,7,7,1,1,1,1
extr_linuxdrivershwmonw83795.c_fan_from_reg.c,15,15,13,13,13,13,15,15,5294,5294,5294,5294
extr_linuxdriversstagingrtl8192ur8192U_core.c___subdf3.c,8,8,5,5,5,5,5,5,67108863.995935,67108863.995935,67108863.995935,67108863.995935
extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libbig5hkscs1999.h_big5hkscs1999_reset.c,22,22,12,12,12,12,12,12,2,2,2,2
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_TEX_CONST_1_HEIGHT.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversgpudrmamdpowerplaysmumgrfiji_smumgr.c_fiji_get_mclk_frequency_ratio.c,10,10,7,7,7,7,7,7,0,0,0,0
extr_linuxdriversgpudrmi915vlv_dsi.c_is_cmd_mode.c,11,11,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversnetwirelesszydaszd1211rwzd_rf.h_zd_rf_should_update_pwr_int.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_linuxdriversnetethernetmarvellmv643xx_eth.c_addr_crc.c,43,962,28,595,27,645,51,266,66,66,66,66
extr_ccvlib3rdpartysqlite3sqlite3.c_memjrnlFileSize.c,13,13,7,7,7,7,7,7,0,0,0,0
extr_labq3map2q3map2lightmaps.c_AllocLMBlock.c,24,24,16,16,26,26,23,23,0,0,0,0
extr_netdatacollectorscgroups.plugincgroup-network.c_iface_is_eligible.c,13,13,8,8,8,8,8,8,1,1,1,1
extr_linuxdriversmediaplatformti-vpevpdma_priv.h_cfd_pkt_payload_len.c,27,27,18,18,18,18,18,18,255,255,255,255
extr_zstdliblegacyzstd_v01.c_FSE_abs.c,13,13,7,7,7,7,7,7,255,255,255,255
extr_linuxarcharmnetbpf_jit_32.c_jit_udiv32.c,9,9,7,7,7,7,7,7,1,1,1,1
extr_linuxdriversedaci7core_edac.c_numcol.c,9,9,6,6,6,6,6,6,-128,-128,-128,-128
extr_linuxdriversmediapcicobaltcobalt-driver.c_get_payload_size.c,11,11,4,4,4,4,4,4,0,0,0,0
extr_linuxdriversnetwirelessbroadcombrcm80211brcmfmacsdio.c_brcmf_sdio_fromevntchan.c,19,19,12,12,12,12,12,12,1,1,1,1
extr_linuxkernelschedcore.c_state_filter_match.c,18,18,14,14,15,15,14,14,1,1,1,1
extr_disquedepshiredissds.c_is_hex_digit.c,22,22,16,16,16,16,16,16,0,0,0,0
extr_reactossdklib3rdpartylibxml2xmlmemory.c_xmlMemGet.c,29,29,21,21,21,21,21,21,0,0,0,0
extr_kphp-kdbsearchsearch-common.h_searchy_is_term.c,12,12,6,6,6,6,6,6,0,0,0,0
extr_mpvvideooutvo_rpi.c_map_csp.c,20,20,9,9,9,9,9,9,0,0,0,0
extr_linuxdriversdmaat_xdmac.c_at_xdmac_check_slave_config.c,14,14,9,9,9,9,9,9,0,0,0,0
extr_linuxtoolsperfbench..utiltarget.h_target__has_task.c,13,13,7,7,7,7,7,7,1,1,1,1
extr_linuxdriversmediadvb-frontendsau8522_dig.c_au8522_get_tune_settings.c,9,9,6,6,6,6,6,6,0,0,0,0
extr_linuxsoundpcirme96.c_snd_rme96_getclockmode.c,20,20,13,13,13,13,13,13,0,0,0,0
extr_reactosdllwin32shlwapiclist.c_NextItem.c,14,14,6,6,6,6,6,6,67314815,67314815,67314815,67314815
extr_linuxdriversedaci5100_edac.c_i5100_mc_errdeten.c,8,8,7,7,7,7,7,7,1,1,1,1
extr_linuxdriversgpudrmmsmadrenoadreno_pm4.xml.h_A4XX_CP_DRAW_INDIRECT_0_VIS_CULL.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversnetethernetfaradayftgmac100.c_ftgmac100_next_rx_pointer.c,12,12,8,8,8,8,8,8,256,256,256,256
extr_linuxdriversinfinibandhwhfi1sdma.h_sdma_build_ahg_descriptor.c,35,35,24,24,24,24,24,24,1,1,1,1
extr_linuxdriversnetwirelessathath9keeprom.h_ath9k_hw_fbin2freq.c,18,18,11,11,11,11,11,11,2555,2555,2555,2555
extr_linuxarchm68kcoldfireintc-525x.c_intc2_irq_gpio_set_type.c,17,17,11,11,11,11,11,11,0,0,0,0
extr_linuxdriverscryptochelsiochcr_core.h_sgl_len.c,14,14,10,10,10,10,10,10,383,383,383,383
extr_linuxdriversmtdnandrawqcom_nandc.c_qcom_nandc_calc_ecc_bytes.c,11,11,8,8,8,8,8,8,16,16,16,16
extr_linuxsoundpciau88x0au88x0_eq.c_snd_vortex_peaks_info.c,16,16,9,9,9,9,9,9,0,0,0,0
extr_darwin-xnuosfmkkernkern_stackshot.c_stackshot_thread_is_idle_worker_unsafe.c,15,15,8,8,8,8,8,8,0,0,0,0
extr_FFmpeglibavformathttp.c_ff_http_averror.c,20,20,12,12,12,12,12,12,255,255,255,255
extr_linuxdriversnetwirelessmediatekmt7601ueeprom.h_int_to_s6.c,12,12,12,12,12,12,12,12,31,31,31,31
extr_linuxdriversinfinibandhwnesnes_verbs.c_nes_get_encoded_size.c,21,21,15,15,15,15,15,15,3,3,3,3
extr_wcdbrepairsqliterk_pager.c_sqliterkPageGetType.c,11,11,8,8,8,8,8,8,479,479,479,479
extr_linuxtoolsperfbuiltin-c2c.c_total_loads.c,27,27,13,13,15,15,15,15,242987,242987,242987,242987
extr_linuxdriversmediaplatformti-vpevpdma_priv.h_dtd_type_ctl_stride.c,40,40,24,24,24,24,24,24,255,255,255,255
extr_linuxdriversmediapciivtvivtv-ioctl.c_ivtv_validate_speed.c,60,60,53,53,53,53,53,53,250,250,250,250
extr_FFmpeglibavformatmxfdec.c_mxf_metadataset_init.c,12,12,5,5,5,5,5,5,0,0,0,0
extr_linuxdriversusbgadgetudcsnps_udc_core.c_udc_get_frame.c,7,7,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversnetethernetchelsiolibcxgblibcxgb_ppm.h_cxgbi_ppm_make_ddp_tag.c,12,12,8,8,8,8,8,8,255,255,255,255
extr_reactossdklibrtlres.c_is_data_file_module.c,7,7,6,6,6,6,6,6,1,1,1,1
extr_obs-studiolibobsmedia-ioframe-rate.h_media_frames_per_second_is_valid.c,16,16,10,10,10,10,10,10,1,1,1,1
extr_linuxdriversttyserialdz.c_dz_encode_baud_rate.c,68,68,15,15,35,35,15,15,-1,-1,-1,-1
extr_redisdepsjemallocsrcrtree.c_rtree_leaf_valid.c,10,10,7,7,7,7,7,7,1,1,1,1
extr_linuxnetnetfilteripvsip_vs_ctl.c_ip_vs_is_af_valid.c,10,10,7,7,7,7,7,7,0,0,0,0
extr_darwin-xnubsdnetkpi_interface.c_ifnet_get_tso_mtu.c,25,25,13,13,13,13,13,13,0,0,0,0
extr_linuxkernelevents....mminternal.h_is_exec_mapping.c,14,14,12,12,12,12,12,12,1,1,1,1
extr_php-srcextstandardphp_fopen_wrapper.c_php_stream_output_read.c,10,10,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversxenxen-pcibackconf_space.c_get_mask.c,11,11,12,12,12,12,12,12,-1,-1,-1,-1
extr_FFmpeglibavcodecvp8.c_vp7_calculate_mb_offset.c,44,44,24,24,24,24,24,24,1,1,1,1
extr_linuxdriversnetethernetnetronomenfpbpf..nfpcorenfp_cpp.h_NFP_CPP_ID_TARGET_of.c,8,8,7,7,7,7,7,7,0,0,0,0
extr_linuxnetsunrpcauth_gssgss_krb5_mech.c_supported_gss_krb5_enctype.c,11,11,8,8,13,13,8,8,0,0,0,0
extr_darwin-xnuosfmkvmvm_compressor.c_c_seg_major_compact_ok.c,21,21,12,12,12,12,12,12,0,0,0,0
extr_linuxdriversiioaccelmma9551_core.c_mma9551_read_accel_scale.c,11,11,7,7,7,7,7,7,0,0,0,0
extr_linuxdriversinputkeyboardhil_kbd.c_hil_dev_is_command_response.c,25,25,21,21,21,21,21,21,1,1,1,1
extr_linuxdriversmmccoreblock.c_mmc_blk_oor_valid.c,12,12,7,7,7,7,7,7,1,1,1,1
extr_linuxdriversmediaplatformti-vpevpdma_priv.h_ctd_set_fid_ctl.c,16,16,11,11,11,11,11,11,255,255,255,255
extr_linuxnetsunrpcauth.c_rpcauth_cache_shrink_count.c,12,12,13,13,10,10,13,13,0,0,0,0
extr_linuxarchsparckernelsys_sparc_32.c_sparc_mmap_check.c,16,16,14,14,14,14,14,14,0,0,0,0
extr_linuxdriversparisceisa_eeprom.c_eisa_eeprom_open.c,13,13,10,10,10,10,10,10,0,0,0,0
extr_mpvvideooutvo_tct.c_rgb_to_x256.c,122,122,87,87,76,76,78,78,231,231,231,231
extr_linuxnetbluetoothmgmt.c_flags_managed.c,10,10,8,8,8,8,8,8,0,0,0,0
extr_linuxtoolstestingselftestsnetpsock_tpacket.c___v2_tx_kernel_ready.c,15,15,9,9,9,9,9,9,1,1,1,1
extr_linuxdriversregulatorda903x.c_check_range.c,17,17,9,9,9,9,9,9,0,0,0,0
extr_gitcompatwin32.h_file_attr_to_st_mode.c,22,22,15,15,15,15,15,15,0,0,0,0
extr_obs-studiolibobsobs-nix.c_get_keysym.c,18,18,9,9,10,10,9,9,0,0,0,0
extr_linuxdriversgpudrmamddisplaydcdcn10dcn10_hubbub.c_hubbub1_dcc_support_pixel_format.c,36,36,5,5,5,5,5,5,0,0,0,0
extr_linuxdriversgpuhost1xhwhw_host1x02_sync.h_host1x_sync_cf_setup_limit_v.c,8,8,7,7,7,7,7,7,0,0,0,0
extr_nodemcu-firmwareappsqlite3sqlite3.c_matchQuality.c,19,19,12,12,12,12,12,12,0,0,0,0
extr_linuxdriversnetwirelessrealtekrtlwifirtl8723be..btcoexist..pci.h_calc_fifo_space.c,17,17,10,10,10,10,10,10,254,254,254,254
extr_linuxdriversnetethernetintelfm10kfm10k_tlv.c_fm10k_tlv_msg_error.c,8,8,5,5,5,5,5,5,0,0,0,0
extr_emscriptensystemliblibcmuslsrcpasswdgetgrent_a.c_atou.c,13,13,10,10,11,11,10,10,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_A5XX_SP_FS_CTRL_REG0_HALFREGFOOTPRINT.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversgpudrmmsmdispmdp5mdp5.xml.h_MDP5_PIPE_SW_PIX_EXT_REQ_PIXELS_LEFT_RIGHT.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriverspnpisapnp..base.h_pnp_option_set.c,10,10,8,8,8,8,8,8,0,0,0,0
extr_linuxarchs390kernelvtime.c_update_tsk_timer.c,14,14,7,7,7,7,7,7,18446744073709551392,18446744073709551392,18446744073709551392,18446744073709551392
extr_linuxdriverscryptoamcccrypto4xx_alg.c_crypto4xx_aes_gcm_validate_keylen.c,21,21,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversmediaplatformvim2m.c_enum_fmt.c,18,18,10,10,15,15,9,9,0,0,0,0
