name,int-boundsO0,int-boundsO2,int-boundsO3,int-boundsOz,big-arrO0,big-arrO2,big-arrO3,big-arrOz,big-arr-10xO0,big-arr-10xO2,big-arr-10xO3,big-arr-10xOz,linkedO0,linkedO2,linkedO3,linkedOz,dlinkedO0,dlinkedO2,dlinkedO3,dlinkedOz,bintreeO0,bintreeO2,bintreeO3,bintreeOz
extr_linuxdriversinfinibandhwmthcamthca_mr.c_arbel_hw_index_to_key.c,25600,25600,25600,25600,65280,65280,65280,65280,2560,2560,2560,2560,,,,,,,,,,,,
extr_h2ot00unitlibcommon........libcommonsocket.c_calc_suggested_tls_payload_size.c,100,100,100,100,255,255,255,255,10,10,10,10,,,,,,,,,,,,
extr_linuxdriversspispi-fsl-lib.c_mpc8xxx_spi_strmode.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversscsiqla2xxxqla_sup.c_nvram_conf_addr.c,511,511,511,511,511,511,511,511,479,479,479,479,,,,,,,,,,,,
extr_linuxdriversnetwirelessrealtekrtl8192cuos_deplinuxrecv_linux.c_rtw_os_recvbuf_resource_alloc.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxnetbatman-advmulticast.h_batadv_mcast_forw_mode.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_CX_DBGC_CFG_DBGBUS_SEL_D_PING_INDEX.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriverss390ciodevice_ops.c_ccw_device_is_pathgroup.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_reactossdklib3rdpartystlportsrcc_locale_win32c_locale_win32.c__Locale_decimal_point.c,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,,,,,,,,,,,
extr_linuxnetdccpccidsccid2.h_rfc3390_bytes_to_packets.c,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,
extr_linuxdriversnetethernetamdxgbexgbe-phy-v2.c_xgbe_phy_cur_mode.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversstagingmediaimximx-media-utils.c_enum_format.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxfsext4acl.h_ext4_acl_count.c,24,24,24,24,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,
extr_linuxnetipv6xfrm6_tunnel.c_xfrm6_tunnel_init_state.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_darwin-xnuosfmki386hpet.c_hpet_get_info.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_php-srcextxmlrpclibxmlrpcxmlrpc.c_XMLRPC_RequestSetRequestType.c,100,100,100,100,255,255,255,255,10,10,10,10,,,,,,,,,,,,
extr_darwin-xnubsdkernuipc_socket2.c_soreadable.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_FFmpeglibavutilopt.c_is_key_char.c,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_hashcatsrcmodulesmodule_06700.c_module_init.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_Craftdepsglfwsrcegl_context.c_getErrorString.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_zstdcontriblinux-kernellibzstddecompress.c_ZSTD_nextSrcSizeToDecompress.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxdriversstagingrts5208xd.c_xd_check_err_code.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetethernetmellanoxmlxswspectrum_switchdev.c_mlxsw_sp_fdb_flush_type.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_gitlog-tree.c_digits_in_number.c,3,3,3,3,3,3,3,3,2,2,2,2,,,,,,,,,,,,
extr_linuxarchsparckernelunaligned_32.c_floating_point_load_or_store_p.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversi2cbussesi2c-jz4780.c_jz4780_i2c_functionality.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxfsjffs2ioctl.c_jffs2_ioctl.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_php-srcextopcacheOptimizerzend_ssa.c_pi_range.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxtoolsperfutilhist.c_he_stat__decay.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_hashcatsrcmodulesmodule_13300.c_module_init.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_labq3map2commonunzip.c_unzlocal_DosDateToTmuDate.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversnetethernetbroadcomtg3.c_tg3_nvram_get_pagesize.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_moveqz_Slot_xt_flix64_slot1_encode.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxarchx86kernelcpumtrramd.c_amd_validate_add_page.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmradeonrv6xx_dpm.c_rv6xx_can_step_post_div.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_labenginecodeqcommonhuffman.c_Huff_setBloc.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversgpudrmamdpowerplayhwmgrsmu8_hwmgr.c_smu8_convert_8Bit_index_to_voltage.c,3700,3700,3700,3700,-175,-175,-175,-175,5950,5950,5950,5950,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmdispmdp4mdp4.xml.h_MDP4_OVLP_SIZE_WIDTH.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxsoundusbusx2yusb_stream.c_usb_stream_next_packet_size.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_DBGC_CFG_DBGBUS_BYTEL_1_BYTEL15.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversbasebus.c_bus_get_kset.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_kphp-kdbnetnet-http-server.c_hts_init_accepted.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmdispmdp4mdp4.xml.h_REG_MDP4_PIPE_SRCP2_BASE.c,131096,131096,131096,131096,131096,131096,131096,131096,131096,131096,131096,131096,,,,,,,,,,,,
extr_lua-nginx-modulesrcngx_http_lua_log_ringbuf.c_ngx_http_lua_log_ringbuf_next_header.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversnetethernetnetronomenfpfloweroffload.c_nfp_flower_calc_opt_layer.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_s16i_Slot_xt_flix64_slot0_encode.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversi2cbussesi2c-stm32f4.c_stm32f4_i2c_func.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_reactosdlldirectxwinewined3dwined3d_private.h_create_complex_fixup_desc.c,"0
0
0
0
0
0
0
0","0
0
0
0
0
0
0
0","0
0
0
0
0
0
0
0","0
0
0
0
0
0
0
0","0
0
0
0
0
0
0
0","0
0
0
0
0
0
0
0","0
0
0
0
0
0
0
0","0
0
0
0
0
0
0
0","0
0
0
0
0
0
0
0","0
0
0
0
0
0
0
0","0
0
0
0
0
0
0
0","0
0
0
0
0
0
0
0",,,,,,,,,,,,
extr_SoftEtherVPNsrcSeLowSeLow.c_SlNdisNetPnPEventProc.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_radare2librasmarcharmwinedbgbe_arm.c_arm_set_thumb.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_hashcatsrcmodulesmodule_11400.c_module_init.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_CX_DBGC_CFG_DBGBUS_BYTEL_1_BYTEL14.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriverspinctrlpinctrl-digicolor.c_dc_get_groups_count.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetwirelessrealtekrtlwifirtl8821ae..btcoexist..wifi.h_get_rf_type.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxdriverscharipmiipmi_si_platform.c_acpi_ipmi_probe.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxsoundsoccodecsadau17x1.c_adau17x1_precious_register.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_labenginecodebspcl_cmd.c_Q_strncasecmp.c,-1,-1,-1,-1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetethernetqlogicqedqed_iwarp.c_qed_roce2iwarp_state.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversgpuhost1xhwhw_host1x01_uclass.h_host1x_uclass_incr_syncpt_cond_f.c,25600,25600,25600,25600,65280,65280,65280,65280,2560,2560,2560,2560,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_A5XX_HLSQ_VS_CONFIG_CONSTOBJECTOFFSET.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriverspcihotplug..pci.h_of_pci_parse_bus_range.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriverspcihotplugs390_pci_hpc.c_get_adapter_status.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_labq3map2commonunzip.c___BigShort.c,25600,25600,25600,25600,-256,-256,-256,-256,2560,2560,2560,2560,,,,,,,,,,,,
extr_opensslcryptoconfconf_mod.c_CONF_imodule_set_usr_data.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriverstargettarget_core_sbc.c_sbc_get_device_type.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxkerneldmadirect.c_dma_direct_mapping_error.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_RB_MRT_BUF_INFO_COLOR_SWAP.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_reactosdriversbusisapnphardware.c_NextLFSR.c,6450,6450,6450,6450,16383,16383,16383,16383,645,645,645,645,,,,,,,,,,,,
extr_linuxcryptochacha20poly1305.c_chachapoly_setauthsize.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_php-srcextpcrepcre2libsljitsljitNativeTILEGX-encoder.c_get_BFOpcodeExtension_X0.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriverscryptoqatqat_c62xadf_c62x_hw_data.c_get_sram_bar_id.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversmmchostsdhci-esdhc-imx.c_is_imx53_esdhc.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxnetipv4ip_fragment.c_ip4_frag_ecn.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_linuxsoundsoccodecswm8770.c_wm8770_volatile_reg.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriverscpufreqintel_pstate.c_mul_ext_fp.c,10000,10000,10000,10000,65025,65025,65025,65025,100,100,100,100,,,,,,,,,,,,
extr_linuxdriversinfinibandhwcxgb4cm.c_status2errno.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversttyserialucc_uart.c_qe_uart_verify_port.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_nginxsrccorengx_resolver.c_ngx_resolver_strerror.c,h,h,h,h,h,h,h,h,h,h,h,h,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmdsidsi.xml.h_DSI_CMD_CFG1_WR_MEM_CONTINUE.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_gitstring-list.c_item_is_not_empty.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_linuxdriversnetethernetciscoenicenic.h_enic_msix_notify_intr.c,709,709,709,709,709,709,709,709,709,709,709,709,,,,,,,,,,,,
extr_curllibhttp.c_pickoneauth.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxsoundpciasihpihpi6205.c_instream_get_bytes_available.c,-250,-250,-250,-250,-250,-250,-250,-250,-250,-250,-250,-250,,,,,,,,,,,,
extr_linuxdriversgpudrmamdpowerplayhwmgrppevvmath.h_GetReal.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_FFmpeglibavfilteravfilter.c_ff_outlink_get_status.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxdriversnetwirelessbroadcomb43legacyb43legacy.h_hw_to_b43legacy_wl.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxarchx86xenpmu.c_is_amd_pmu_msr.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversstagingspeakupselection.c_atedge.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_FFmpeglibavcodecffv1dec.c_copy_fields.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_radare2librasmarchtms320c55x_plushashtable.c_get_hashfunc_32.c,261,261,261,261,261,261,261,261,261,261,261,261,,,,,,,,,,,,
extr_FFmpeglibswscaleutils.c_sws_isSupportedInput.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxfsnfsdexport.c_secinfo_flags_equal.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_h2olibcommonstring.c_decode_hex.c,13,13,13,13,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,
extr_linuxnettipclink.c_tipc_link_acked.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_wsr_lbeg_Slot_inst_encode.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_radare2librasmarchpropellerpropeller_disas.c_get_opcode.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_kittykittyfonts.c_set_sprite.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_radare2librasmarchmipsgnumips-dis.c_is_newabi.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversedacedac_device.c_edac_device_get_log_ce.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxdriversmediapcisaa7164saa7164-cards.c_saa7164_i2caddr_to_reglen.c,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,
extr_linuxnetllcllc_conn.c_llc_data_accept_state.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_linuxdriversinfinibandhwi40iwi40iw_ctrl.c_i40iw_get_fcn_id.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversvideofbdevatyaty128fb.c_depth_to_dst.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversttyserialaltera_jtaguart.c_altera_jtaguart_get_mctrl.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_emscriptentestssqlitesqlite3.c_sqlite3_last_insert_rowid.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_reactosbootfreeldrfreeldrarchpowerpcprep.c_PpcPrepVideoGetDisplaySize.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversstagingrtl8723bscorertw_recv.c_recv_indicatepkts_pkt_loss_cnt.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_hashcatsrcmodulesmodule_13762.c_module_init.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_radare2librbinformatpepe.c__resource_lang_str.c,h,h,h,h,h,h,h,h,y,y,y,y,,,,,,,,,,,,
extr_darwin-xnulibkddkcdata.h_kcdata_iter_container_id.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxtoolsperfbench..utilxyarray.h_xyarray__max_y.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxdriversmediaplatforms5p-mfcs5p_mfc_intr.c_s5p_mfc_clean_ctx_int_flags.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_darwin-xnubsdsecurityauditaudit_session.c_audit_session_self.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxfs9pvfs_dir.c_dt_type.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmamdamdgpuamdgpu_dpm.c_amdgpu_get_pcie_lane_support.c,100,100,100,100,255,255,255,255,10,10,10,10,,,,,,,,,,,,
extr_linuxdriversnetethernetagereet131x.c_bump_free_buff_ring.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxtoolspowerx86x86_energy_perf_policyx86_energy_perf_policy.c_parse_cmdline_hwp_min.c,100,100,100,100,255,255,255,255,10,10,10,10,,,,,,,,,,,,
extr_linuxfsxfsxfs_inode.h_xfs_inode_has_cow_data.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmdsidsi.xml.h_DSI_ACTIVE_V_END.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_opensslcryptoevpcmeth_lib.c_EVP_CIPHER_meth_set_iv_length.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_linuxdriversi2cbussesi2c-omap.c_omap_i2c_func.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_nginx-rtmp-modulengx_rtmp_log_module.c_ngx_rtmp_log_var_time_local_getlen.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxtoolsperfbuiltin-stat.c_skip_signal.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_A5XX_SP_GS_CONFIG_SHADEROBJOFFSET.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_Mirai-Source-Codemiraibotutil.c_util_isspace.c,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,,,,,,
extr_linuxdriversmediausbpwcpwc-misc.c_pwc_get_size.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversusbhostdwc_otgdwc_otg_cil.c_dwc_otg_get_param_mpi_enable.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_SP_VS_PARAM_REG_TOTALVSOUTVAR.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxfsext2dir.c_ext2_chunk_size.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxdriversstagingrtlwifirtl8822bephy.c__rtl8822be_phy_calculate_bit_shift.c,2,2,2,2,0,0,0,0,1,1,1,1,,,,,,,,,,,,
extr_swaycommonutil.c_wrap.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_nginxsrccorengx_string.c_ngx_atosz.c,a,a,a,a,a,a,a,a,a,a,a,a,,,,,,,,,,,,
extr_linuxdriversmessagefusionmptbase.c_mpt_deregister.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxfsreiserfsreiserfs.h_cpu_key_k_offset_dec.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_darwin-xnubsdvfskpi_vfs.c_vfs_isrdonly.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_obs-studiopluginslinux-alsaalsa-input.c__alsa_to_obs_audio_format.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_opensslcryptoecec_lib.c_EC_GROUP_set_curve_name.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversgpuipu-v3ipu-dp.c_ipu_dp_put.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversnetwirelessmarvelllibertasmesh.c_lbs_mesh_get_channel.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_SoftEtherVPNsrcCedarCedar.c_GetTrafficPacketNum.c,1242,1242,1242,1242,1242,1242,1242,1242,1242,1242,1242,1242,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_A5XX_HLSQ_CONTROL_0_REG_CSTHREADSIZE.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversmediausbpwcpwc-v4l.c_pwc_s_input.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_opensslsslssl_conf.c_ssl_set_option.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_A5XX_RB_RESOLVE_CNTL_2_X.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_php-srcextmbstringlibmbflfiltersmbfilter_cp850.c_mbfl_filt_ident_cp850.c,100,100,100,100,255,255,255,255,10,10,10,10,,,,,,,,,,,,
extr_linuxdriversttyserialefm32-uart.c_efm32_uart_verify_port.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmomapdrmdssdsi.c_dsi_get_txbyteclkhs.c,29,29,29,29,29,29,29,29,29,29,29,29,,,,,,,,,,,,
extr_linuxdriversnetwirelessrealtekrtlwifirtl8192eehw.c_rtl92ee_gpio_radio_on_off_checking.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_linuxdriversmediausbtm6000tm6000-i2c.c_functionality.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_A5XX_RB_RENDER_COMPONENTS_RT7.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_redisdepsluasrclparser.c_init_exp.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversinfinibandhwi40iwi40iw_ctrl.c_i40iw_setup_termhdr.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversnetethernetinteliceice_main.c_ice_set_ctrlq_len.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_nuklearexamplestb_image.h_stbi__high_bit.c,6,6,6,6,7,7,7,7,3,3,3,3,,,,,,,,,,,,
extr_linuxdriversttyserialbcm63xx_uart.c_bcm_uart_verify_port.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_HLSQ_CONTROL_4_REG_XYCOORDREGID.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_kphp-kdbsearchsearch-y-index.c_cmp_pair.c,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmamddisplaydcbiosdce112command_table_helper_dce112.c_engine_bp_to_atom.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversspispi-bcm-qspi.c_has_bspi.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_Craftdepsglfwsrcx11_window.c_isFrameExtentsEvent.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_emscriptentestslzmalzmaLzFind.c_MatchFinder_SetDefaultSettings.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversgpudrmomapdrmtcm.h_tcm_area_is_valid.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_labenginecodeq3_uiui_removebots.c_UI_RemoveBotsMenu_BotEvent.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_reactosdllwin32mspatchalzx.c_LZXreset.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversblockdrbddrbd_int.h_drbd_suspended.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_linuxdriversscsisym53c8xx_2sym_misc.h_sym_que_empty.c,0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,
extr_linuxdriversvideofbdevmmpfbmmpfb.c_pixfmt_to_var.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmhdmihdmi.xml.h_HDMI_GEN_PKT_CTRL_GENERIC0_LINE.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_ijkplayerijkmediaijkplayerff_ffplay.c_ffp_global_set_inject_callback.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_GRAS_SU_POINT_MINMAX_MIN.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_xhyvesrcvmmvmm_ioport.c_emulate_inout_str.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversinfinibandhwcxgb4t4.h_t4_rq_consume.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxnetsunrpcsvc.c_choose_pool.c,271,271,271,271,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxdriversgpuhost1xhwhw_host1x05_channel.h_host1x_channel_dmactrl_dmastop_v.c,0,0,0,0,1,1,1,1,0,0,0,0,,,,,,,,,,,,
extr_linuxmmpage_poison.c_single_bit_flip.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnvdimmdimm_devs.c_nvdimm_cmd_mask.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxsoundsocintelskylakeskl-topology.c_skl_tplg_be_dev_type.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetwirelessrealtekrtlwifirtl8192ee..btcoexist..pci.h_calc_fifo_space.c,99,99,99,99,254,254,254,254,9,9,9,9,,,,,,,,,,,,
extr_emscriptentestssqlitesqlite3.c_sqlite3_total_changes.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxdriversnetwirelessrealtekrtlwifirtl8192eephy.c__rtl92ee_phy_txpwr_idx_to_dbm.c,42,42,42,42,119,119,119,119,-3,-3,-3,-3,,,,,,,,,,,,
extr_darwin-xnuosfmkkperfcallstack.c_scrub_frame.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_php-srcsapifpmfpmzlog.c_zlog_set_level.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversmediadvb-frontendssi2168.c_si2168_get_tune_settings.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversscsiibmvscsiibmvfc.c_ibmvfc_set_host_action.c,,,,,,,,,,,,,,,,,,,,,,,,
